text,class
بالعكس هي ممثلة ممتازة وأدت دورها على أحسن ما يرام بصراحة المسلسل على بعضو والممثلين الكل إلي فيه طيارة,tunisia
صحا باي,algeria
وش هو السوجي تاع اليوم,algeria
إزرب أ ولدي إزرب,algeria
انا هجرة ؟,morocco
لالا سكانار لالا سكانار نورمالمو دوك تحكملي أسيا رونديفو السمانة هادي نديرو و راديو سايي حكمت و كلش غدوا على اطناش,algeria
اه دكشي,morocco
فعلا انا مع صاحب التعليق المحترم رقم 5 الذى علق على الخبر بشياكة و اسلوب راقى بدون شتيمة او الفاظ مسيئة او التعرض للاخر و هو ان الغرور نهاية كل شيىء وقد علق احد الصحفيين الكبار فى السبعينات على زيارة بيلية للقاهرة مع قريق سانتوس البرازيلى قال الصحفى عندما شاهد بيلية و طريقة حديثة انك لا تشعر انك امام اعظم لاعب فى التاريخ قال ذلك من تواضعة اما ميدو فانة مازال يدفع قلة احترامة لمدربة العملاق اللاعب الاسطورى ثم المدرب الاسطورى بعد ذلك معلم الكرة المصرية حسن شحاتة,egypt
أن شاء الله الناس المثقفة و المحترمة و اللي بينهضوا بالأمم هيكونوا معاك يا برادعي ، ولا تلتفت للمنافقين و أصحاب الأطماع و المتخاذلين فالقافلة تسير والكلاب تعوي ..,egypt
امتى ميعاد البوم حكيم ورقم تليفونه,egypt
أنا مفهمت والو,morocco
شنو عاودتاني,morocco
حتى أنا نسحقه بزاف,algeria
كيما تحبي,algeria
لوكان جات كيما هاكا,algeria
دي فلسطين أرض الأديان,egypt
وعليكوا تاكلوا من سكات ..,egypt
 : بستنى حلقة كل اسبوع علشان اشوف فستان نجوى كرم  ايه الحلاوة و الطعامة و الرقة دى    ArabsGotTalent,egypt
أناشد اخوانى الزمالكاوية عدم الرد على من لا يستحق الرد ولا يحزنوا أو يغضبوا لذالك عملا بالحكمة التي تقول وإذا أتتك مذمتي من سفيه فهي الشهادة لي بانى كامل والعكس صحيح لان هذا النوع من تعليقات الأخوة الاهلوية نعرفه ونحزن وناسف لهذه العقليات والثقافة المعدومة على الأقل رياضيا فبرغم مكاسبهم الكثيرة سواء كانت مشبوهة وهى كثيرة أو عن جدارة وهى قليلة تجدهم متشنجين ومتعصبين بدرجة كبيرة جدا فمن ينسى الشاب الزمالكاوى الذي أشعل بعض الاهلوية النار فيه وحادثة المعركة التي دارت داخل الاهلى نادي المحترمين ونادي المبادئ في حمام السباحة والحوادث التي تدين الاهلى ومشجعيه ومعاونيه كثيرة لا تحصى وانى ادعوا الاهلوية قبل الزمالكاوية أن للكل الحق في مساندة من يحب حسب مقدار ثقافته دون الإساءة للغير لكي لا يشمت بنا اللي بالى بالكم يا مصريين وتحياتي للزمالكاوية ...,egypt
نشا لله  تكون خير و جازت سلامات معاه,algeria
فكرة ليميساج هايلة ، يلزم الواحد يكون كمال باش تجيه الفكرة,algeria
ماشي كيمو,algeria
دايمن تتلهى بيه الخدامة و تدير تاني الميناج تاع الدار,algeria
ألو اه فينك شنو غدي تدير,morocco
كنا نزورو الطرقان القريبة لينا,algeria
غير متسافريش ب طريقة غير شرعية كريمة,morocco
كملي السح,algeria
كلام خامج من شخص خامج في برنامج خامج في قناة خامجه ان لم تستحي فافعل ما شئت يعطيكم عصبه,tunisia
في كلمتيين :,tunisia
هدي تاع الكميائي بلاك مخدومة و يلقاوها سبة كيما العراق,algeria
بسع مني,morocco
من المفروض يكون عندو كلشي,morocco
هو وقتك يا احمد تتزوج.. وبعدين ويين الادارة ومدير الكورة عن أحمد لازم يشاور وينسق معاه الدعوة التزام مهي فوضى,egypt
أنا ما كنتش حابة لانفورماتيك,algeria
نادر أداكا نادر صح,algeria
المهندس اللي عمل شبكة مترو برلين وزير النقل,egypt
في خزينة الدولة,morocco
يا ليت شركة الاتصالات توضح لنا ليه الواحد ينام بالليل ويصحى الصبح يلاقي الرصيد مسحوب منه,egypt
الإسم الحــقيـقي لهذه القناة هو:قـناة الحـوار مع الـملاهـــــــــــط,tunisia
مشفنهاش,morocco
شدى حيلك يا بلد رجع لنا البرادعي انولد ...,egypt
دونك حبيتها و نا في ترمينال و الحمد لله ديت الباك و جبت دي بون نوت في المات و الفيزيك و السيونس,algeria
سي بور سا قلت لك راهي تتعقد,algeria
ريزو أنت إيه حقا,algeria
ولكن الجرح لي في راسك باقي مبرا,morocco
وكمان عمال مصر بيعرفو يتكلمو واللى عاوز يقول حاجه هيقولها بنفسو زى منا بقول دلوقتى,egypt
ولكن هاد العام لقيت واحد الحاجة مكنتش كنتوقعها وهي بلي ملقيتش مؤطر باش يعاوني فهاد الموضوع,morocco
تآمني جامي سمعت بيها,algeria
و تنملي وسي يا إيمان,algeria
المستشفيات الحكومية كويسة ولاباس عيلها منا ناحيةالبنى التحتية ماعددددددددددددا الكوادر العاملة فيه......,egypt
عزوزة كان رجعت لربي خير مسرحية كلها غشت .....,tunisia
شحال هادي كنت وقتما عطاوني لعجين تنرسم بيه دار ديمة,morocco
ماسط لاسط نهضاوي جاهل بهيم متخلف إرهابي و طريقة دفاعو على المجرمة و الكفار واضح فهو #لا #يمثلني #degage #شكيب,tunisia
مرييييييييييييييييييييييض,tunisia
قداش نفد منو اوووووه مرزن ملايكتو و لاعب فها طز حكمة,tunisia
قلت ليها إوا علاش كتعاوديه لي,morocco
هادشي لي واقع جاي من بنادم,morocco
منافقين,tunisia
كاين الحانوت لي موالفة نعمر من عنده القراعي أنا,algeria
أنا بكره اسرائيل,egypt
أ فريال,algeria
ثانيا الدكتور البرادعي زار الكاتدرائيه بصفته مواطن مصري ولم يتكلم في السياسه وانما قال ان المصريين اخوه وهو قيمه مصريه حاصل علي نوبل وقلاده النيل اما انت مين هل لك ثقل دولي يا سياده المستشار,egypt
إيه بيانسور,algeria
يعنى حتنزل درجه تانيه خلاص بيع,egypt
ممصتو زح,tunisia
فاش نتشاركو,morocco
احتراما نفسكم شوى يا زملكاويه,egypt
قولتلو ﺣقا شفتها هاديك تاع الجزيرة,algeria
ما بعتليش واش كتبتو البارح,algeria
ياجماعة هم بيعملو كدة علشان يخوفوا المصريين هناك من التوقيع واعتقد ان الحرب بدات فى الداخل والخارج من الحكومة وانا شايف ان الموضوع دوليا ومحليا مش هيتسكت علية اوعوا تخافوا لو خفتم عليه العوض وتبقى تقابلنى لو شميت الحرية بعد كدة نهائيا واستنوا التوريث,egypt
سيري راها كتسناك,morocco
صويت عالمي برافواااااااااا ...مش نرمال .. سيبوااا شكيب هههه,tunisia
ﻣﻠقﻐﻲ نجوزو على فرحات بزاف ﻳقوﻟﻮنا,algeria
ولكن في الحلقة لي متل فيها بلي لاخر قتلو بفردي و مات بكيت بزاف كلشي بكا عرفت بلي ماغاديش يموت,morocco
والله يا جدعان انا عضو ع الفيس بوك لي فترة صغيرة يعني أقل من سنة كدة,egypt
يديها تقرى,morocco
مبغيتش نلعب,morocco
اكبر منافق على وجه التاريخ,tunisia
هذا الرقاصة يدلي بدلوه في شان القاضي احمد الرحموني !!!!عاهرة تتكلم عن الشرف !!!!,tunisia
"""متاجرة بالدين من الصنف الأول و لها من الكذب و الدعارة السياسية و مرجع لتبييض الإرهاب و تمثل حزب متورط في الإرهاب و الإغتيالات السياسية",tunisia
نفس شهادة الميلاد,morocco
غدي تنعوس مجموعين,morocco
يعني ايه أجيب وزير الثقافة روائي,egypt
لالا ما ظنيتش روح ريكلامي على روحك,algeria
بالصح لازم نطلع لليسي على الاقل يخرجولي بيلتان تاع الباك,algeria
مالا قالولك شهر أومبعد,algeria
بحال القذافي لعب 6 شهور و من بعد قتلو جنرال كان معاهم داخل الكمندو ، ف سيمانا كانو تيهدو عليه ف الماضي,morocco
رجل انت و الرجال قلائل برافو برافوا بالرسمي انت تونسي 100/100 و فنان تونس الاول  وربي يهديك يا امين خليت وليد يعبر على لسان التوانسة الكل على موضوع المثليين,tunisia
راح ترجع مونوم,algeria
انشاله ربي ايطول في عمرك سي الوزير  وانشاالله ربي ايبركلك,tunisia
اه وخى حيت تاصلت بيك هاد الصباح تاصلت بيك ف جيزي و تاصلت بيك ف موبيليس,morocco
انا مع الخواص دبا,morocco
أكي بديتي,algeria
تفووووووه عليها,tunisia
أمثال هذه التفاهة وجب سجنهم في سجن خاص بهم وسحب الجنسية منهم لأنهم عار علي الجنسية التونسية,tunisia
عاد لي ما يديرش ليكور ما يديش لانوت,algeria
راني نشوف السما مسحبة  السمانة الجاية ربي يعلم,algeria
فعلا خالف تعرف يعنى الناس كلها بتقول اللهم لا شماته وإنته عمال دعاء للرب يسوع كى يقيله من مرضه إظاهر سنك صغير ولايتعدى العشرين سنه ولم تعلم ماذا فعل هذا المريض بالشعب من قوانين مسلوقة وتمرير قواانين أضاعت كل ما للشعب من كرامة وحياه كريمة وهو لا يفرق كتير عن الترزى الموجود حاليا,egypt
ألفة بن رمضان فنانة بكل المقاييس صويت ولا أروع .وإلي محليها أكثر خفة روحها موش كيما بعض الفنانات الي كل مرة تمرجونا بيهم,tunisia
عشان كدة لازم نغانى لة,egypt
ايه دوك زيدو شوفو,algeria
الخمسة الخمسة و ربع ياسر,algeria
لطفي العبدلي اجمل فكاهي في تونس ربي معاك,tunisia
هما لو يعملو الناس باحترام كانت الناس احترمتهم*,egypt
مصطفى بكرى فى عز مجدة لانة عمل واعد نفسة لاى منافس نزل الشارع واتى بحملات النظافة للشوارع فى رمضان وعربيات انابيب البوتاجاس ولحوم ومصاريف طلبة ايتام كل دة شفتة مصطفى بكرى عملةفى المساكن واعمال اخرى لم اراها احسن من غيرة,egypt
هي حلقة مزيانة ليوم,morocco
أقسم بالله أمسط منو لا ريت. نحب نقلو حاجة و يتفكرها طول عمرو. والله لا عمرو باش ينجح في الفكاهة. اخيييييت,tunisia
ربي معاك ارمستا واصل الديو مع الفنانين الكبار برافو,tunisia
Franchement dis #تعجبني,tunisia
هو ماتش تقليدي,algeria
و شكون هو سلطان الكباش,morocco
يجي رمضان في الصباح ما كاين حد وفي العشية وقت المغرب ما كاين احد كولشي كيتسنى الاذان,morocco
قناة ناجحة بكل المقاييس و الاكثر مشاهدة في تونس,tunisia
قال لينا كل واحد بوحدو,morocco
بمعني ان حماقي حبيب الكل علي الاقل خالص احسن من تامر حسني اللي مغرور ولو كان محمد حماقي غلط فلازم نسامحه لاني مش بحبه كمطرب بس ...,egypt
والمثل بيقول لو خرب بيت ابوك خذ منه قالب طوب,egypt
سمحولي على التأخير,morocco
- مصر مستهدفة: اللى اوله شرط اخره نور و اللى اوله شحن و تفريق و عمل انقسامات و شحن كل طرف ضد التانى اخرته توليع فتنة حتى لو ادعوا انهم غير مسئولين او لم يكونوا يتوقعوا: حتى فى الكورة شحن جمهور فرقتين يؤدى الى الاشتعال بينهما لاى سبب تافه و المعارضة تعرف ذلك و مثيرى المعارضة يقصدون هذا و ان تظاهروا بالنوايا الحسنة.,egypt
هههههههه لا احنا هنحصلكوا دلوقتي  ,egypt
قعد الولد في البرد يكسر ياكل في الروز و تالمون البرد تكمش مور واحد البيبان,algeria
خلاها,algeria
عين الحسود فيها قنفود   Zin w 3in w 9ad tbarkallah alik  yestana fik most9bel kbiir fi majél el tamtil,tunisia
انا معتقدش باقى شىء متعملش ارحمانا برحمتك.,egypt
مرا كلاس و رزينة و تعرف اش تقول,tunisia
إن شاء الله نجيبو ب المونسيون,morocco
ليه....؟,egypt
و كيف دايرة نتي مرتاحة,morocco
شكون,morocco
قلت ليها سيري تطيبي,morocco
تهيا بيدها فاشلة  و ماااسطة في تمثيلها.. تحتى الحروف ما تعرفش تنطقها,tunisia
ياريت تحترم نفسك وسيبك من شغل حلق حوش بتاع الجهلاوية,egypt
سمعي سيري و حضي شكون كيتكب,morocco
مرتضى اللى قال للعفريت : ما تتعفرتش يا عفريت لأحسن أعفرتك .,egypt
راه ويدة متتهدر مع حتى واحد من غيرك,morocco
والله جعفر القاسمي إنسان خلوق وحتى تفدليكو مقبول إنسان إجابي واصل خويا جعفر وعاون الناس ولك كل الإحترام مني خاصة ومن شعبنا عامة,tunisia
حيت توضيت و صليت الضهر,morocco
يا شيخ عبد الفتاح مورو يا معلم,tunisia
خاطرماه أنا إيتوديونت و حابة نكمل قرايتي قبل الزواز,algeria
وجميعهم حرموآ الأختلآط.. ثم تجي أنت وتحلل..؟,egypt
خصنا ندخلو هاد لعام,morocco
بس الكلام بصراحه يضحك مانتو يتبع طمبوره يأما تبع طمبوره ملهاش حل تالت ..انك رجيم هههههههههههههههههههههههههههههههههههههههههههه,egypt
لا ناجي,morocco
كيغير مات جدك أنت,algeria
ربنا يرحم مصر من البلطجية الاثنين دول ويخلصها منهم قريب,egypt
وشراها ماماك لاباس,algeria
ما نعرف وش صرا في الدخلة,algeria
ساقط,tunisia
ربي يحفط تونس # امنورين صفحه ربي يحميكم,tunisia
اه بصح,morocco
برا يعطك وهف يلمك  ؟ شوف عاد شكون الي يقدم في النصيحة .,tunisia
أ كريمة نحطو حرف الدال كيف تافقنا,morocco
شنو المعنى ديالو,morocco
مقداد ينقص في نسبة المشاهدة ماسط و زيد اصلع و قصير كيفاش يمد وجهوا في التلفزة _x000D_,tunisia
الناس لي عيطولك,algeria
سي عبد الفتاح ما يقبلش النقد و يحكي بصوت عالي تقول في قهوة,tunisia
نفسي تركز كدة وربنا يكرمك,egypt
بصراحة ممصتهم,tunisia
على بالك صح شفتي من نهار اللي قلتي لي انتيا أو عندك لومبار مايل,algeria
أنا نشوف المسلسل أومبعد نجي نغسلهم,algeria
ما نعرف كيفماه تفكراتو,algeria
نشفا عليها,algeria
بصح متدومش,morocco
معلش يا واد يا حمادة التعب إللى ظهر عليك ده مش من الإجهاد وإنت الصادق ده باينى إنت تعاطيت منشطات مضروبة المرة دى منهم لله العيال ولاد الحرام إللى بتجيب منهم غشوك وعطوك منشطات مش ولابد ما إنت عارف ولاد الحرام مخلوش لولاد الحلال حاجة يا لا زي بعضه تعيش وتاخد غيرها بس المرة الجاية خلى بالك قوى وإنت بتشترى من العيال دول يا إما تاخد معاك حد كبير يكون مدردح عنك وبيفهم فى الكار وياريت يكون مثلا محمد بركات صحيح هو اصغر منك لكن ده واد لهلوبة يعرف كل انواع المنشطات دى وزى ما بيقولوا فى المثل اقدم منك بيوم يعرف عنك بسنة وآهو كله بثوابه يا بن مغاغة .,egypt
لمرزوقي خير منكم وخير من أمثالكم,tunisia
البارح قسحني فاش حيد الخيط,morocco
كي يجيو تمنية تسما أكتر من ستين بالميا,algeria
و تقول تفطر والو حتى يدن المغرب والله ما راهي فاطرتها حتى يدن المغرب,algeria
أواه غدوا برك,algeria
مالا لوكان جيت انا كنت راحة نقولك ديركت يا منال أم راحين ديرولك سوربﺮيز غير ما تقلقيش,algeria
يا جماعة الصين لا يوجد بها ولا دين ولا ملة ازاي الواحد يتجوز منهم اساسا,egypt
نعام شنو كنتي تتقولي آ ماما,morocco
َ ياااااااااااااااااحبايب مصر,egypt
راني نقرا كلمات عمري ماسمعت بيهم من قبل : الوشواشة,algeria
تيقوني مشيت ليوم لي الجامعة بزز عليا,morocco
إعلام العار هذا هذااعلام يرحم فمك يا بن بريك والفاهم يفهم,tunisia
مازالت أو درك أنا طالعين لعنابة درك تجي معانا,algeria
القناة مزالت ادجيب فالماسط كريم والجبري المازني تفوووه عليكم,tunisia
ساعات يخرج على التلاتة و نص و عندك نهار لربعا دالة الفوج الآخر,algeria
نقول لك كملي برك في الخدمة تيعك امبعد نشوفو,algeria
عرفتو الفرق بنا وبنكم عرفتو الفرق بنا وبنكم ؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟,egypt
مكاين لاش تهرب,morocco
والله برافو علا سيتكوم الدنيا اخرى ياسر حلو مقاتل ضحك خاصة كريم الغربي و حنان الشقراني برافو سامي يعطيك الصحة برامجك الكل حلوة,tunisia
و أزاي دايما تعليقها بيجي في الأول يعني بتعلق أول ما الخبر ينزل؟ كل ده يعني شئ واحد يا سيادة الدكتورة أن ده شغلتك الوحيدة و اليومية. لأن مافيش حد بيشتغل و مركز في شغله يقدر يعلق بالسرعة ده علي كل الأخبار اللي تخص شخص بعينه خاصة أن اليوم السابع جريدة الكترونية يعني بتجدد الأخبار كل ربع أو نص ساعة!!,egypt
لا حتى أنا مقلتش دكشي قلت ليك مسابقة,morocco
عنده كلش نورمالمون,algeria
إن ساعة فطرت أنا و هي ليوم السبعة,morocco
قلت له نقول لك حاجة ادي كونجي و عيطلي، كي دا كنجي و عيطلي،  قلت له في لامان يا خويا الطمع ماشي مليح,algeria
واحد دعوه ل سيرك و لاخر خدعه واحد من ولادو قال ليك غدي نربيه,morocco
ما عندهمش دار,algeria
كاين بزاف ديال الطرق باش ترجعوهم تيخدمو,morocco
عمري ماريت أني..فنان و أصلع...ههههه أصل ما تركبش على بعضها...لاك إنت فنان و لا الوزغة إلي تحكي عليها...الفن متاعنا مات مع الهادي قلال و الهادي الجويني أحمد حمزة...آخر العنقود عندنا مازال فيه لطفي بوشناق..وسكروا جلغكم قلوا فن...فن إيييه أيها الابله...,tunisia
من الثانية عشر لفوق اللي غيحاول يدخل ماغنرحموش,morocco
عائشة شوفي,morocco
قال لي هي دايرة الماكياج ديري كيما هي و شوفي روحك,algeria
ظهرت ما تسمعش باها مام-با,algeria
والله العظيم بجد انا فرحانة جدا ومبسوطة جدا من المستشار مرتضي منصور ورجولته وشخصيته القويه ورد فعلة هي اصلا كانت حلقة معروف نتيجتها من قبل ذلك وانا اقول بجد كبر مرتضي في نظري اكبر مما كان وكلنا مع مرتضي منصور ..............,egypt
 : ابيك تحبني من دون حد وقوانين.,egypt
والله ما عابالي أ محمد أي لطناش غير ربع,algeria
وليد التونسي لحقيقة قبل ما يعجبنيش برشا أما بعد الموقف الي خذاه من هالفئة الجديدة الي تسمي روحها بالجنس الثالث كبر في عيني برشا و عجبني خاصة كي رد على سي رأفة,tunisia
تاع الصح تجي مور العرس ديراكت لبراسيتامول,algeria
لا لجمال ، نعم للبرادعى ، ونعم لليدفع اكتر,egypt
و زيدك على هادشي فاش تتخرج ماكاتلقاش خدمة,morocco
كنا قاعدين نحكيو على ليزوبسيون,algeria
سمع متهزش صوتك قدامي فهمتي أنا باك و عارف كيفاش نربيك,morocco
مكين مشكيل,morocco
بلاك في الكور تاعو من داخل,algeria
و لازم واحد فيهم يقتل الآخر,algeria
"ربنا يشفيكي يا رحمه ويخليلك ابوكي احن اب فعلا تحياتي لشعب التونسي""",tunisia
قﺎلوا أدومكا لي خطفوه,algeria
تام تيعك تاع لماستار ما يحكيش على الدومان أدا يحكي على وحدوخر,algeria
"- غير أنه سائق موظف بتكسي ""المميز"" طلب مني زيادة لأنه الدنيا ليل، لكن هذا الوحيد الي عملها معي، والباقي ملتزمين",egypt
علا متفقناش سيمانة لي فاتت و نتا لي مبغيتيش,morocco
قالت لك ما علاباليش ما نعرف,algeria
لالا سليمة راني نهدر على ليطا دافونسمون تاعنا,algeria
معمري هزيت شي كتاب,morocco
آه,algeria
والله خالتك تغيض,algeria
حلقة اليلة ماسطة,tunisia
لالا نتكل على الأولاد,algeria
وش قالت لك والله تقولي لي وش قالت لك,algeria
كيما يقول له واش دار يا صلاح,algeria
راسي يوجع بالصح ما رانيش حاب نرقد,algeria
وهرة يا شيخ <3,tunisia
قاعدين يكتبو في مقال على واحد قاعد ينصر في المسلمين فهمتي و ناشرينو كيما هاكاك,algeria
هي كي توصل لقطة ملاحة و تنوض تسقسي,algeria
وعقبالنا في استراليا،، تمرمطنا لين قلنا بس,egypt
لالا والله عرضتني نورمال بالصح كي شغل تتمسخر,algeria
بقاي غدي ندوزو أيام غزالة,morocco
"شفتو القنابل الكيماوية لي فجر , راه حماق تعدا على الحق ديالهم تيقتل الشعب ديالو بحال الدبان",morocco
عشان اثث بيتي اللي فاضي من الاثاث من يوم زواجي,egypt
آه أني على بالي صح عندك الحق,algeria
توحشتها ملي مشات,morocco
ما نعرف خرج و دخل هز السيوانة و راح ما نعرف وين راح,algeria
هو انتم كل شوية تقولوا الحكام /هاتوا الحكام من عندكم والفريقين والجمهور وريحونا/الفريق السعودي لما لعب عندكم هددتوهم بالكلاب انتم ياتفوزوا ياتقولوا الحكام,egypt
السكن عندما تكون بمفردك أو متزوجة يعطونك سكنا صغيرا و إذا كان لديك طفلان يعطونك واحدا أكبر و هكذا المهم عش في بلدي و اعمل لبلدي متطورون جدا بالنسبة لنا,morocco
السيدي بطلت مشني حا نمدو,algeria
غدا تنقري من التمنيت حتا لي التسعود لا روب و تنرجع,morocco
 : احنا هنعمل كل حاجة تحسسك انك زيك زي اي حد في حياتنا بس هنيجي في اخر اليوم وهنقولك انك مش زي أي حد وانك أهم منهم كلهم,egypt
أونكا تاع ليزاﻣﭙﻮ ولا حاجة أني نقول لك,algeria
يكب سعدك وسعد الي جابك,tunisia
انتى مالك حطى الشيخ فى دماغك لية,egypt
والله هو لوسول لي خيرتو انا,algeria
أوموا بﻮست في قرايتك ليسونسيال مشي أجون دو سيزي,algeria
"""يعطيه الصحة على الأقل لقينا واحد فاهم الحكاية و يعرف يفرق بين الحلال و الحرام_x000D_",tunisia
خاصك تصبري معاهم بزاف,morocco
وليد زايد معاك..كلمتك و تقولها..برافوو,tunisia
أفففف يا جبالي,tunisia
كنتي معايا يا سارة ياك,morocco
بركة الله بريء من هاد الضلم,morocco
بطل هجص يا عم حشمت كان فيه راجل عند ولد بيرسب فى الدراسة وولد ثان بينجح فالراسب قال لابيه الولد ده بيغش تعرف ابوه قال له غش زيه وانجح,egypt
كلب وخنزير كبير,tunisia
نهار أوخر كلش يطيح عليك تتلف لك مين تبداي تحفضي,algeria
علاش ، مشكلة ف الإتصال ؟,morocco
و امتى تأخذينها آ أختي رشيدة,morocco
جعفر يحب بلادو ويعمل في الخير يعاون في الناس والحكومة لا علاقة تسرق في الشعب وتشري في الكوش للباجي,tunisia
باقي شوية عقيلة غادي تكملهم و صافي,morocco
و اداكا اللحم تاع لحصان لي يبيعو فيه يخي يقولو مليح للانيمي,algeria
ضربها كميون رجلها راحت في جيهة و هي في جيهة,algeria
برافو سامي خدمة ياسر تحفونة,tunisia
مرزن ملايكتو و مدافع علي الترويكا,tunisia
بصح ، هادي هي المرة لولا لي تتجاوبي فيها أولا,morocco
"""حكايات تفها كيف وجهك_x000D_",tunisia
قلت لك قولي لرفيقة عندي تاع ربع سنين قالت لك و عندي ستة سنين و نص هكاك,algeria
مسلسل منحط حتى اسم المسلسل تافه,tunisia
لازمتني هدرة عنابية,algeria
بصح المرة الجاية واحد ما يروح معاه يروح يسوتني و يجي,algeria
لالا ماشي هكا على الصباح,algeria
تففف عليك ها الصباح !!! لمرى متوفيه,tunisia
حنا نهار كامل نشوفو في الجزيرة,algeria
تيعني هو محاس ب والو,morocco
  عيب يا نكشو الله  ده احنا بينا رتس و لايكات ,egypt
آه أرواحي,algeria
يهلكم ربى,tunisia
انت عارف عدد بطولات الزمالك!!!!,egypt
ماما أعطيني فرشيطة ربي يعيشك,algeria
كيفاش اديري,algeria
أي لازمتني نتهنا منهم مكانش سبان,algeria
هاداك النهار واحد تونسي حب زعمة يناقش الموضوع يعني و عطاهم ديزارقﻴﻤﻮن من القرآن و قالهم كيفماش نتوما تديو مالقرآن غير واش يعجبكم,algeria
بصح بيانسور حتى نا ديسيديت حاجة,algeria
ماسط وموش متربي,tunisia
هداك سكنه جن هداك,algeria
اقوة لقطة ايهبل,tunisia
ايه شابة,algeria
ياه الفضايح,algeria
لظروف شغلى بالورديات بالمطار كنت اتمنى الحضور,egypt
منين تجيبو فيهم هالرهوط . و تسحاب روحها فاتن حمامة ياخي الطرحة شلكوها هي و عقاب الفيلم الي مثلت فيه,tunisia
كل مرة هكدا,algeria
بحال إلى سمعتها نتي كتكلمي و كتأمرينا حنا بش نسكتو,morocco
شوفي دابة فاش غدي نكن ليبر نعيط ليك,morocco
راكي عرفا بلي تنبغيك,morocco
كافر,tunisia
فنّانة متكاملة ...صوت وأناقة ورشاقة وجمال...ان شاء الله ربّي يحفظها وان شاء الله تكمّل وتواصل النجاحات في مسيرتها الفنيّة,tunisia
مسرحي بارع،ومثقف،وواعي ويعرف اش يحكي و كل كلمة في بقعتها،وهو من الممثلين المسراحيين،الي عندهم وزنهم في البلاد,tunisia
أنت عنوان المساطة,tunisia
"ولا كريمة , فرضو الحصار على ود إسرائيل و خوفهم لا يطرى إنقلاب الإسلاميين عليهم",morocco
قالولو أو متوحش خلاه ما شفتيهش وش دار في الكلب,algeria
 : ياااااه سيكريت اخيرا  شكراا بجد والله مش عارفة اقولك اية اناا عارفة مين ,egypt
كتكون حالة إعجاب بحال فش تياكل الواحد العسل,morocco
 : في حاجات إنتا مِش هَتقدر تِفهَمها وانا مِش هَقدر اَشرَحهالَك ..,egypt
لا الأمراض النفسية و العصبية,morocco
صباح الخير فريدة سافا,algeria
شفتي هدشي بزاف بصح,morocco
خاصنا نفكرو صافي ، شفتي مثلا ميكانيكل تورك ؟,morocco
قلت ليك المسيح الدجال كاين تمك ف ديك الجزيرة,morocco
راني قلت والله راني حلفت,algeria
حتى هو أرخس جورنال,algeria
لا منعستش راسي تيدرني بزاف,morocco
هتلاقي الجروب هنا,egypt
صح لازم يتعاود كامل وتكون رقابة أكبر باش يخافوا شوية,algeria
تبارك الله علاها أخلاق و من أعز الممثلين في تونس,tunisia
كيما هدى كونترول فينونس ليسونسي هي في الكونترول فينونس روعة خلاه,algeria
باش تاكل بيها هدشي,morocco
هام في ليكالوندري كل,algeria
و خويا الصغير هو اللي يشري للدار من الحانوت و طرقان واحدخرين تاع روح و رواح,algeria
كيما يقول الشاب بلال بلقدر راااسنا مرفووع بلقدر شفنا وعفنا بلقدر اسمع يالمخلووع - المصري- هههههههه,egypt
اسنا مكانش روشارش لهيه,algeria
على قﺪاه تروح,algeria
يفهم,algeria
تعواه لوراقي أدوم,algeria
لا القصة تيعي,algeria
هاك شفت بعينيك باللي الناس راهم مهتمين ياسر بهدا السوجي,algeria
وش قالت لي أوخر,algeria
شكون قﻠﻚ علاها,algeria
شنوة صار ؟؟تفووووه عليكم ملاّ تفاهات .,tunisia
أسني اسح تحكي بوبلاش ولا بالسوارد,algeria
لو بعت السؤال اكتر من تلات مرات ومافيش رد..  ده معناه حضرتك مش هترد ولا ماشفتش السؤال واكرره؟ — كرريه  انا مش ملاحق ,egypt
نفسي اعرف حاجه واحده فقط,egypt
الف مليون سلامه ياصقر ولايهمك كلام الحاقد ين هما فكرين ان كل الناس زيهم حاقد ين على الاهلى سبب الى همه فيه,egypt
البنات بالمغارف يدورو,algeria
ﻟﻴﭙﺮوف تاعك واش راهم ﻳقولو لكم,algeria
 : مكنتش فتحته اصلا وكنت متاكده انه هيجي عشان مكنش فيه ولا كبمه مهم   وقد كااان   الدكتور عملها مرتين وعلم ع… ,egypt
العيب في الاعلام اللي جايب شلاكة زي هذا وترلي أعصابي ما يحشمش,tunisia
نورمال نهدرو على مسلسل,algeria
خلاااص فكونا تراكم ذبحتونااا,egypt
ماشي مني,morocco
الى الكذابين ياترى القنوات بتاعتكم دى هتتكلم اى لغة الفرنسية ولا الانجيلزية ولا العبرية مبروك عليكم كذبكم و ياريت لما تتكلموا على اسيادكم تتكلموا بأدب علشان عيب انتم الصغار,egypt
آه فاش قلت ليك منقدش نسهر,morocco
شوف أبسط لحوايج تيقني هاد الزمان ولى صعيب,morocco
زبالة حشاكم  !!,tunisia
Yeser ma7leh المسلسل,tunisia
هادي ماشي قراية,morocco
