text,class
Mamestek,tunisia
hahoa kaySoni....,morocco
bghiti njib chi 7aja khra blaStha?,morocco
ana o wld 3mmi 9dd 9dd,morocco
dakchi 3lach kankhaf nb9a fdar o kan7awl mandirch Sda3,morocco
"msa lkhir, ki daz nharek?",morocco
ah 3lach la,morocco
drtha.,morocco
chno smit khtek?,morocco
"ghadi ykhalih y7as 7san, o tkhalih far7an",morocco
ana knfadal babagha2 b lwachm,morocco
Mnawerna,tunisia
kayna.,morocco
Brabbi kharjouh 3ar 3al hokouma w 3ar 3la thawra ken tji wahed kif Khaled chawket nate9 rasmi,tunisia
maset laset 0:tha9afa 0:dhmar 0:kol chay,tunisia
wach kadan bli had tout kaytkal?,morocco
"glt lik lkrafs, wach matatsme3ch",morocco
o kayn dima aflam bach tbeddel ljow.,morocco
Dima met2al9a w ta3ref kifech ta7ki,tunisia
"ghadi twsal l ijtima3 dyalk flwa9t, walakin machi m3aya.",morocco
arbbi.,morocco
o chi l3ibat dyal naDafa likatbghiha 7ta hiya,morocco
hadchi original,morocco
Bjeh rabi le 3ad t3adiwha masta barcha,tunisia
hhhhhhhh ezebi migalou win,tunisia
ga3 lou9id fazg lil2asaf,morocco
khddama!,morocco
bdit kanghowet 3lih,morocco
maymkanch lia nakhad 3oTla okanbghi nkon sa3id,morocco
mllit,morocco
nharek mbrouk,morocco
lem3alem,tunisia
walakin ba9i kaynin bzaf dyal lmokwinat fhad aljor3a,morocco
awal ri7la lya lbra!,morocco
Amine mwaher ama mouche qui naoufel 3sal,tunisia
mojito liya 3afak,morocco
wach n9der nchofk daba?,morocco
hadchi makafich,morocco
ana 3arf rasi wa3r,morocco
ghadi tcommandiha fach nkon kandowech... ana bghit dakchi li mwalfa kannakhd.,morocco
super naÃ¯f cette fille en vrai,tunisia
ma7lllllllllllllllllllllek to9telllllllllllllll,tunisia
ra8 mtekki chwiyya,morocco
Tab3an rah mkta2eb!,morocco
"fach kantSenneT lik o kanhder m3ak, rah 3la 9bel attawazon annafsi dialk, 7it hadi khdmti.",morocco
achno bghiti t7akam fih,morocco
chi marart mrat bzaf fsimana,morocco
"ayeh, chi kwiyess dial l9hwa ghadi ynf3ni mezian.",morocco
ahlan madame Smith,morocco
"ah, fhemtek.",morocco
Mas5a yesser,tunisia
ana 8abet fddrouj,morocco
bravo m jaloul,tunisia
2ifri9ya 8iyya lwaTan,morocco
3lach katfekker 8akda?,morocco
chokran bezzaf.,morocco
wach katl3eb l baSket?,morocco
ma3ndo 7tta fikra,morocco
"katban chwia fchkel, wach nta bikhir?",morocco
kindir bach noSl l ssifara dyal lmirikan,morocco
wach imkan lik t3awni ftanDim dyalha?,morocco
wach 3ndk flous kafyin,morocco
"sbah lkhir lala, aji glsi ila bghiti",morocco
ila drna aSwat dyal l3iwdan i9dro ijiw!,morocco
wach bghti tkhlli li8 chi risala?,morocco
2oroppa machi dawla,morocco
"walakin sm7 lia, ghadi ikhssni nkhlik daba",morocco
ta9dar tskr bzarba,morocco
3awdlia 3la lwalida dyalk,morocco
masat,tunisia
nta 3andk m3a ta9afa!,morocco
kanDn bli ghadi yakhod mojito ta8owa,morocco
ch7al mn kht 3ndk?,morocco
ana kat3jbni kika mzyana,morocco
kandiro chi wajbat khfifa zwina f lbar,morocco
sma3t bli lkhobz machi mzyan lihom,morocco
tfatag,tunisia
3Tini l3onwan dyalk,morocco
masset lasset,tunisia
ila kent blaSStek,morocco
m3alem w 7afdhou a3lih,tunisia
wach khditi ddwa dyalk?,morocco
"Oh ah, tla9it m3a Latifa ftri9i, bant lya drayfa bzef",morocco
mrato charfa,morocco
fin bghiti tmchi?,morocco
connais hypocrite,tunisia
imta kayn l3ers?,morocco
kolla sebt,morocco
"awdi, tilifoni mkhddamch fhad lbwaTa tl7bs!",morocco
Mamstou,tunisia
kankhaf mnnek,morocco
"ah, lfrmliat kaydiro lina massage dima",morocco
3Tini tti9ar,morocco
"kimma kan l7al, chef dyalk kan dima mzyan m3ak",morocco
Sotha ybared 3al 9alb,tunisia
"7na makanstajboch, 3la 7sab hdarthom, l ga3 almotatllabat tti9nia dyalhom.",morocco
bent zwina,morocco
5ayba bsaraha,tunisia
bchwiyya!,morocco
m7lek :*,tunisia
wa7d olla joj mnnkom i9dr ina9ch m3aha had lms2ala,morocco
kolla Sba7,morocco
llogha l8indiyya S3iba,morocco
3ndi jtima3 mohim khasni n7Dr lih ila 9dro y3t9ona bzrba!,morocco
knti kadhder 3liya mora dahri,morocco
tmnya tlktouba,morocco
Mmmmmmmssssssit,tunisia
bllati nt2ekked,morocco
baba8 rajoul a3mal,morocco
malek fDouli?,morocco
t8ellaw!,morocco
makanbghich nkhdm f mjmo3a 7it f nihaya lmataf kandir lkhdma kollha,morocco
hadi awal mra ghadi nrkb fiha f tyyara.,morocco
o ana knt tanDenn annhom zwinin...,morocco
tTri9 mesdouda,morocco
wladna fl mirikan.,morocco
3ib wlh 3iiiiiib w mouch ma3e9oul,tunisia
imken kansme3 chi 7edd kay3iyyeT mn lfou9,morocco
tbel7is,morocco
8ad jjame3 kheSSo 2imam jdid,morocco
7sen lik ma3reftich,morocco
chno bghiti ddir?,morocco
chchems 7arra,morocco
ba9i 3ndi lkhdma bezzaf,morocco
bda kayw9a3 mnin glna lih bila ddrs dyalo kaymchi bzrba,morocco
ana machi na3es.,morocco
wach me7taj li y3awnek?,morocco
Masit w ma ydha7akch 7atta tarf,tunisia
bghiti tl3ab chi lo3ba,morocco
ah y9dar chwiya dyal laft o lbrocolie ykon 7san lihom,morocco
o kankhdam 8na bach nkhlls lkra dyali,morocco
wach imken tkon 3ndha chi 9iwa si7ria?,morocco
mabghitch nbrzTek,morocco
chkoun fe9 bel faza 8,tunisia
7el lbab,morocco
had ddar dyal Malika,morocco
ach ghandir?,morocco
mmi o bba mTll9in,morocco
"ghaykhess tkhellina noslo lwad, o rah lwad dayz mn l vilaj",morocco
wach kanti tma nta?,morocco
wach bghiti ttiki ?,morocco
daba n9dro n9arno lkafa2a dyal lkhobz lbyad o lkhobz lk7al 3la lbaT,morocco
yesser tetsanna3 baya,tunisia
Men7ebhech,tunisia
Bravo wasli,tunisia
Mala 7al9a ithabel,tunisia
nta hoa chef!,morocco
T bhiiima 7eta lmathal 8alet,tunisia
"kayna wahd resTora lhih, walakin makanDench zwina",morocco
hia mkhtToba,morocco
matti7ch,morocco
o jabt liha sabon likatbghi,morocco
7ll chrjm,morocco
ghanrkeb TTobiS,morocco
ana maghadi l7ta blasa,morocco
nhbou wld janoub wld bladi,tunisia
meriem abche3 whda,tunisia
khalini 3lik,morocco
wach ma3ndakch mochkila ila dwina chwiya 9bel man9ll3o?,morocco
wach na9dar nglas 3la had lkorsi?,morocco
ach kat9ra?,morocco
"wow, nta awwal ostad li kaydir m3aya chi 7aja meziana!",morocco
rani nmote menha offffff,tunisia
mo7tarma,tunisia
bravo walid (y),tunisia
kano kay7wlo ikhlliwni nb9a nakol nhar kamlo,morocco
3ndi bzaf dyal lmawa3id t l asatida lkhrin,morocco
Yaser maghrour w maset maha9homech jabouh,tunisia
kant hadik hia Tari9a lwahida bach nj3lohom irddo lina makltna,morocco
matl3ebch blmous,morocco
9adech nakrhou,tunisia
ana dayrin bya ghir limachi akfa2,morocco
Thabile khadouj,tunisia
fin imken nSbben 7wayji?,morocco
kayn bzaf dyal tandim wakha hakak,morocco
chdakchi?,morocco
dreb yeddi8 m3a Tebla,morocco
toddrat lia l magana,morocco
ghadi ykon 3ndna zabda dyal toma,morocco
kayn3es bch3er mDfour,morocco
Machal,tunisia
"blmonasaba, aykhsna nchT7o!",morocco
Ma7leeeeha,tunisia
"fach kanchouf f flfla khdra, katwlli flfla 7mra",morocco
M3alem.,tunisia
maghadich nSed3ek ga3.,morocco
Mala 5wat antika rwa3a bravo,tunisia
wach t9der tyy9ha?,morocco
Bravo lotfi m3alem patron,tunisia
hadchi kaykhle3.,morocco
allah yre7mo,morocco
kidayrin a7fadk zwinin?,morocco
kant ghadi na9tara7 hadchi ta ana,morocco
ghadi tkon 7ayawiya bzaf,morocco
7na mam3wwlinch nglso nt3chaw,morocco
tTyab 8owwa l8iwaya dyalo,morocco
imken nkhrjo n9ssiw,morocco
mamtafe9ch,morocco
kifach katnTe9 hadchi?,morocco
nakrho,tunisia
"walakin t9der tdirha lih, hoa rah mwellefha",morocco
ana li kheSSni ntlam,morocco
had lprogram msllekni,morocco
mochkil 8ada,morocco
8adchchi machi m39oul,morocco
lbenka sadda,morocco
Ya3tih essa7a wassel,tunisia
dir dakchi li kan9ol,morocco
dert kika dyal chchklaT,morocco
kaybghik tkoni mojoda flil,morocco
matgouwelnich chi 7aja magoult8ach,morocco
2020 winkom hhh,tunisia
rahom m3echchechin hna o ban lia 9rib ykhrjo lfrakh dialhom men lbiD,morocco
bghitini n7ebb lwalida dyali?,morocco
(y),tunisia
3tih sabab bach ydir8a,morocco
8adchchi DeD ddin dyali,morocco
7loo yeser yeser na7thro rwe7na xxl,tunisia
a fink,morocco
kantmnna tkon bikhir,morocco
bghit nSafer l3alam,morocco
bghit nSrrf hadi l ddolar,morocco
ana ghadi lelmeDraSa,morocco
jini goud,morocco
"beSSa7, walakin rah mori7in, o fach khrejt men ddar kant chemch!",morocco
maymkench ykoun 3ndek koulchi,morocco
mal9itoch,morocco
ti min lekher 7echou houlk,tunisia
"walakin, saraha, khessna nogfo 8na.",morocco
kaykteb risala,morocco
w7alt flmas3ad rab3a dyal sway3 fach knt sghir,morocco
o kandan bli khasna n7afdo 3lih 9bal maydoub,morocco
maryam debagh machallah hlik woulah je sais pas qui l a fait devenir son père était dans le jury je pense,tunisia
t9adri dwi m3ah 3la lmacha3ir dyalk,morocco
fin kayna a9rab restora,morocco
"8na, ghadi nkhbiha lik",morocco
3ndo ddar dyalo,morocco
wach chfti Hakima o Karim?,morocco
fin hiyya lmakla?,morocco
kenti dima 7adra bach t9aDDi l omor,morocco
ma3ndich lwe9t,morocco
chno chefti?,morocco
ghdda l3id,morocco
wach moumkin nsewwlek?,morocco
imken makay3jabnich tayaran mn hadchi kollo,morocco
hoa ingenieur,morocco
ch3el m3ak llamba,morocco
ana mafiach jo3 bzaf sara7a,morocco
"lioma ghaykon ghzal, chokran.",morocco
"ayeh bsa7, na9dro",morocco
TO7T MEN 3INNI,tunisia
walakin 3afak kmml khdamtak ba3da,morocco
koun 3la ya9in,morocco
hadchi S3ib,morocco
bach katnSa7ni?,morocco
wach bghiti whiskey?,morocco
khaliT mn ay haja mn hado,morocco
maddirch hakkak,morocco
Pfffffffff,tunisia
"ala 9derna naklo Terf tlkhobz flma, dikssa3 ghanakhdo 20 no9Ta",morocco
"kif kat3raf, hir 8 safi nhar tlat",morocco
"walakin ghadi nwajad i9tira7 dyalk, nal9a sabab wajih lmonDim",morocco
howwa 9Sir,morocco
ana chakhS inTiwa2i,morocco
all that she tells i swear all lies,tunisia
"ana makanchrbch bzaf, fa9aT f lmonasabat kanbghi chi kas dyal champanya",morocco
"imkan lik do9o, walakin kan7drak, rah khayb",morocco
obla matzid 3liha,morocco
"wakha amoulay, makaynch lmouchkil.",morocco
ana khayf bzaf,morocco
Nakerhou,tunisia
"walakin khasak dir nafs l7aja, ntoma al3chran, diro nafs l7aja",morocco
ana khayf chwia sara7a,morocco
bravo,tunisia
ana fr7an chwia bi annaho dyali lli jay machi dyalk,morocco
Bravo bravo nchalla dima haka wasel,tunisia
Hasna sa7bt karim,morocco
awddi chof hi rask kidayr,morocco
ljtima3 ttlgha,morocco
tsenna wa7d ttania,morocco
Rak maseta rak laseta,tunisia
ttmer bl7lib,morocco
Masseeeeeeeeeet,tunisia
ma3arfch mnin nbda,morocco
Ensen tefah ch5aleh mahabech ye7ki m3a chakib 3arfou bech y5arjou min ghir sabatou hhhhhh,tunisia
7eja raw3aaaaaaaaaaaaaaaaaaaaa,tunisia
raw3a Ettounsiya,tunisia
<3 <3,tunisia
le ma7leha kaouther bel 7aj fi kol el adouer te3jibni,tunisia
mcha l ssinima larbe3 lli fat,morocco
ghadi ncha3al l3afya bach nba3adhom,morocco
"b Tabi3t l7al, rani mazal chad f rassi!",morocco
hadchi machi S7i7.,morocco
ma3ndi mangol,morocco
3ta9!,morocco
Tbarkalah alihom les deux filles,tunisia
chkoun hadi?,morocco
alah 8aleb ma yrou9lich  5ater metsayeb yesrr,tunisia
Ma3lemmmm,tunisia
b7al walo TTi7 chchta ghdda,morocco
7eTT lmous,morocco
wach imkan liya nchof tta la2i7a dyal lmakla,morocco
wach mamchitich?,morocco
"flkharj ghaykon mzyan, 3ndi wahd lmDella f7alat bdat katSbb chta.",morocco
dDara2ib ghadi ytzadou,morocco
bach tglbha mn tdris ryadyat l chti7 rah hadchi original!,morocco
3eyeT lwalida dyalo,morocco
Mar7ba,tunisia
wach n9adro nakhdo lflos dyal l3oTla li7tina,morocco
malek makatD7ekch?,morocco
nord tunis 1995 te7ib nejawbik ok bb,tunisia
ghannouchi shut up und go find some young boy to fuck kassartli kraymi hal 3chiya allah la trab7ek ',tunisia
wach kant zwina?,morocco
Bien,tunisia
wakha hwa f nadi lgolf dyali!,morocco
ah chhar l3asal bddl liya 7yati,morocco
"blmonasaba, wach 3andak tilifon?",morocco
ghi kant kand7ak!,morocco
mat3awennich,morocco
"Safi, daba n7awel nna9ch8a bla man3yye9",morocco
3layach knti tathder nta o mamak?,morocco
matgoul walou,morocco
khssna nchjj3o nas dir nafs l7aja,morocco
kijak had sbbaT,morocco
massssett,tunisia
ch7al t nnas kaynin f Ifran,morocco
Massetttt,tunisia
8adchi khaTir,morocco
Bravo wahida,tunisia
ghdda ghatkoun 3otla,morocco
blama ttbou8el 3liyya,morocco
maf8emtch 8ad dders,morocco
swwl lwalida bach takhod chi 7aja liha 7ta hiya,morocco
mab9ach atay,morocco
tafeh,tunisia
b7al t9riban tawtor,morocco
man9darch nwa3dak bchi haja,morocco
o lmossi9a?,morocco
wla nta khayf 3la jiran?,morocco
wach ghadi tti7 chta ghdda?,morocco
"mn ji8ti, kankhaTaT nmchi 3nd S7abi likay3icho tma",morocco
f 3mri...,morocco
kan39el knt khddam 7da dak rrajl lli kan fakhour annaho kayDreb 15 kilometre bl pikala tal lkhdma,morocco
lyoum daz mazyan,morocco
Bjahrabi nahouh rahou miboun,tunisia
Kleeeb lkol,tunisia
hhhh tah fik rabi ye kahba hhhh,tunisia
n9dar nakol crwasa m3a l9ahwa,morocco
kaynin bzzaf dlktouba fog Tbla,morocco
nta b7al khoya,morocco
o chokran 3la choklaT lli khdit lik men SSac fach makentich katchouf.,morocco
wach 8azz m3ak tilifon dyalk?,morocco
fin Sa7bek?,morocco
ymkan nkhdmo bihom ka bidaya ongaddo taba9 dyal l7am mn b3d.,morocco
hahoma wajdin lik daba a chef.,morocco
kanfi9 3iyyan,morocco
hhhhhhhhhhhhhhhhhhhhhh mala mousiba mnin tla3 hedha kother lham ydha7ek,tunisia
Raja3touh el Masset hedha,tunisia
"ll massage, machi lbirra",morocco
kat3jbni chemch.,morocco
kolla tlat,morocco
chrit moTor jdid,morocco
"idan, ah, fi3lan, 39lt 3la lfilm lghabi dyalk",morocco
ah ghadi ndirha,morocco
khda chi kokiyyajat,morocco
lmchichat kaybghiw yl3bou,morocco
o 7ta nta kat3raf bila khasak tkon mitali,morocco
ghadi njib lmaDarib,morocco
AKBER TA7AN FIL 3ALEM,tunisia
imkn jib chwiya dyal talj mn tma tahowa,morocco
3chiri winners mhich groupe ultras safi9i,tunisia
kaybghi y9ra,morocco
chokran 3la lmosa3ada dyalk,morocco
bravo walid tounsi _x000D_,tunisia
mahlekeum oumayma et lobna tayara inchallah inchoufoukeum fi khedma toutes les deux sa sera une réussite,tunisia
Rabi ychfilou bouh ama rahoo maset lasetttt :þ,tunisia
chnou ghadi tgoul ila 3reDt 3lik?,morocco
mazal mawajedch,morocco
TFOUH    3LIKOM LKOL,tunisia
ana kanchdd Tyara bzaf.,morocco
walakin imkn khssk tchtarak f had l anchiTa?,morocco
fin knti,morocco
lkhdma mor8i9a,morocco
fibelou dhamer ema mehwech motrobi. yetkelem belghacha. wallah meye7chemch,tunisia
akhir n8ar f 8ad chch8er,morocco
matkounch fDouli,morocco
Sa7a lik,tunisia
Mêla moustawayat monhata manather m9alba les deux nahdi w la wahid 5ir Mel la5er 5iiiiiita,tunisia
"so2al wahd, Sandra:",morocco
kanfadl ro7 3anida f faDa2 lmafto7,morocco
ghadi ikhasni ndir chwiya dyal lba7t,morocco
Kalb mlkleb,tunisia
love,tunisia
a7la jaw m3a lotfi,tunisia
"kanfkkr n3ich f Dakhla hadchi lib9a fhyati, kant tajriba bdlat lia 7yati",morocco
"fi3lan, ghatkon a7ssan James ga3!",morocco
5it wa7id mol7id ma3andouch dharit il islam chai y2sif,tunisia
knt ghadi ngolik bli kan 3lik t9a3ad daba nit.,morocco
kter mn 5 dhs,morocco
"aji, nod, maghatchrabch onta mtekki",morocco
ghadi ikon dakchi fchi chkal wach kadan ghadi ikon mazyan?,morocco
Ya mamstou mahouch chala9 b rou7ou ghaltouh,tunisia
3lach manghawtoch?,morocco
wach 7ma9iti?,morocco
wach had lblSa aamina?,morocco
w9f 8na 3afak,morocco
"salam, ah kn7es bli m9ala9 bzef.",morocco
Mobd3a ou yeeesir mirobiya,tunisia
"walakin rah 7it ma3ndo snan, mskin.",morocco
hadchi motir lil2ihtimam bzaf,morocco
walakin imkan ikon DDo 8naya.,morocco
makayn ta mochkil,morocco
machi mouchkil,morocco
kan kayghsel lwlado,morocco
j aime men 9bal manesma3ha top as always,tunisia
chkoun lmou3llim dyalk?,morocco
8ada kado dyal khoya,morocco
daba nchofo so2al mn ba3d,morocco
nchoufouk men daba chwia,morocco
kan9ra longli,morocco
khsni nmchi!,morocco
respect,tunisia
walakin ma3raftch ach ndir biha,morocco
kantmechcha kol Sba7,morocco
wakha 8owa makanch i9dar ijrri 3lia 3la hadchi,morocco
ghadi ghir ykhasna nmchiw ljarda b joj gwaro o joj kisan,morocco
nnifa9 dyalo kaymerredni,morocco
bghit chwia tlma 3afak,morocco
rah Tabi3i tamaman,morocco
3bed kennt tkawer mouch ken be legrinta akahaw l kolha teknesianet zouz mel brizil trabelsi fi city jaziri fi tombkou lo5rin mo7tarfin fi almania we france ou tawa 3bed tkawer be legrinta we tekniqu ma thamech ya 7asra 3la tounes,tunisia
wach kat9Sed TbSil,morocco
"fnfs lw9t, imkan lina ndwiw 3la lkhoTat dyalna flmsta9bal",morocco
bch7al b3ida Lagouira,morocco
"wakha, kanDn bila dawzti nhar khayb, onta ghaliban f mazaj khayb",morocco
wach katji 8na bzaf?,morocco
hwa choja3 bzaf,morocco
wach fayt kliti fdik restora,morocco
ila Tl3na f had lhaDaba ghadi tweli 3ndna choufa meziana o l vilaj aykon mDowwi idan ghadi nchofoh b sohoula bach n3rfo l ittijah li anmchiw fih.,morocco
9hiwa o 3aSir dial llimoun.,morocco
Nhebha,tunisia
maghanakolhomch.,morocco
"La, batatan.",morocco
wach nta Tal3 lik demm?,morocco
fin bghiti ntla9aw,morocco
"yalah, mchina!",morocco
"howa mreffe7 bejjehd, dima kent kangoul anched chi 7aja fach aymout.",morocco
ma3mmrek kenti mzyan f lmaT,morocco
"ah, wiski, momtaz.",morocco
3Tini dik l3iba 3afak,morocco
wwwwwww a3salllllll,tunisia
maymknch lik t7as blmalal,morocco
fatni f lmaT,morocco
mcha 3lih l7al,morocco
3yyit mn khdemti,morocco
kayn ktar mn tlatin chakhs f faSl yoga,morocco
7ll lbab,morocco
"Oh ah, akhiran wSlna.",morocco
"ewa, ila kanti mrta7, ach kat3awd?",morocco
kay7taj ta7fiz 3aTifi,morocco
"ahlan, Carolin, makat7asich blmalal 8na chwiya",morocco
wach katchreb atay bla ssekkar?,morocco
nta wa7ed chchiTan,morocco
Kafon  <3,tunisia
chno l8iwayat dyalek?,morocco
"mohim, kikhdmti ttamarin lbar7 fllil?",morocco
wach chriti PParTma?,morocco
imkn khssni nddi lklyan dyali lblaSa khra,morocco
wach katDan bila khasna nrj3o?,morocco
lmcha dyali mamwaf9ach bach tchrab 7lib soya,morocco
Mamsto w marsnou chim 3lih rahit chi5 rchouda,tunisia
offffffffffffffffffffffffffffffffffffffffffffffffffffff,tunisia
hedy hechmy sexe,tunisia
mbrouk 3lik ttakharrouj,morocco
hadchi likayn,morocco
magahnTyyebch ch3ria S7abni ttbSil dyal roz!,morocco
"n9dro n9ado TAM TAM, walakin aykhsna jald dyal ljamos!",morocco
Mamstek w mamrguek 5iiiiit,tunisia
ilkolhom mahomech mta3 3ers o 5omejj,tunisia
blid barch w bidon w masat,tunisia
wach kat3ich b3id 3la 8na,morocco
"Wow ,machallah",tunisia
flkhdma dyalk olla 3la brra,morocco
Maset;3oka,tunisia
fin knti khddam 9bel matkhdem 8na?,morocco
BRAVO CHAKIB.BRAVO.,tunisia
Bjouj!,morocco
ghansken bbo7di,morocco
ta7foun w ba7bou7,tunisia
Tohfa w m3alia blasitha,tunisia
ana madkich bzzaf f lmaT,morocco
nta 3arf mzyan hia makat9darch tmchi bzaf,morocco
Pffff chou aka semi 7altou,tunisia
darkom zwina bzzaf,morocco
katban liya 9isa ghariba bnasba liya,morocco
wach ma3mmrk l3bti m3a lmoghaniyin?,morocco
"gol lia 3la dakchi, ana mt2aked bli dwa wahmi li3tak.",morocco
mfrg3!,morocco
"gltha lik, rah mra.",morocco
hagara,tunisia
w ach katokkelhoum?,morocco
"omli chaf bli kant sard, makhlanich ndkhal.",morocco
ana m7taja l rajl 7a9i9i li imkan lih i3tani bcharik dyalo,morocco
To9telll #khalsy,tunisia
katban lia machi howa hadak,morocco
yalah nt7rrko mn 8na!,morocco
Safi dakchi li ghadi ndir o men b3d ghadi ykhSni nmchi nserbi l klian li yallah ja daba.,morocco
ghadi tkon 9adr 3la tdaf3 lia!,morocco
"3ndi ghi ktabi, o 9errebt nsalih",morocco
1000\1000_x000D_,tunisia
9bl matmchiw,morocco
ana faylasouf,morocco
kont kanelbes l9obbiyat fach kont mora8i9,morocco
achno kadir f khdmtek b debt?,morocco
kan7awal n3ti lbaT o lbaja3 ktar mn had nawras TTmma3,morocco
kanDn bli ghadi ikon ghali bach tsla7ha,morocco
"men 7e9i n7lem, wla lla?",morocco
bon contention fahmi vraiment topppppp soutk raw3a j adoré,tunisia
Na3cha9ha,tunisia
"Bream 7ot byaD sghir, katchbah l7ot l9aros 3la makanDn",morocco
mn ch7al hadi wana kanji l8na,morocco
M3alem el comédie fi tounes,tunisia
lyoum n8ar mchemmech,morocco
ola hia hi chi Tari9a dyalha bach tji otchri lina chwia tll7em?,morocco
o nti?,morocco
Mazynha,tunisia
nta kat7effezni,morocco
Ne7ebha,tunisia
mnin nbda?,morocco
MALA MAHZLA,tunisia
Bravo Mr le juge,tunisia
sir bchwiyya,morocco
"tsenneT lih, ay9der y3jbek.",morocco
katbani wa3ra,morocco
Oujouh lou7 tfouh 3likom,tunisia
tbghi tl3eb alkarta bach matb9ach tfekker f hadchi?,morocco
"blati, nti machi mama!",morocco
"ana mzyan, onta?",morocco
imkan zad talawot?,morocco
ana machTon 3la lwalida,morocco
3malou moontage,tunisia
knt ghadi lmktaba,morocco
N7ebha.,tunisia
sme3ni:,morocco
kat3jbni krwaSSa 3la lkhoubz,morocco
m said uk free welland n nby f,tunisia
Bravo!,tunisia
kon dki,morocco
"7ta ana fia jo3, imkn lina nmchiw lchi mT3am ila bghiti.",morocco
pffffffff 9adecch nekrahhoo,tunisia
"ila ma9drnach nrjj3o lflous, wach imkan lik t3Tini maliar bach nkhllS charika?",morocco
hia labas!,morocco
inchalah trja3 mra khra fl9arib l3ajil,morocco
"mangoulikch lla 3la lfoular, 7it rah nit fia lberd.",morocco
makaynch lfar9,morocco
3ndi jouj khout twam,morocco
ya8 3la Sodfa!,morocco
3aycha nakeerhek,tunisia
fi8 l8eDra bezzaf,morocco
idan nta pescatorian?,morocco
Poker!,morocco
n9der njib lik chi kookizat ila bghiti!,morocco
ghadi tkon far7ana bzaf,morocco
"ewa mlli gltiha, ghadi ntsana",morocco
"chokran a madame, wakha nsini wr9a tl7oDor hia lowla?",morocco
lfotoy kbir,morocco
la sauce wajda,morocco
Ma7leeeekom :-),tunisia
5it,tunisia
mya flmya,morocco
wach katmchi l Ourika bzzaf?,morocco
jib liya wa7d akhor mn daba chwia,morocco
safi salit,morocco
l9ararat lmt3ll9a bl khddama dima katakhd8om hia,morocco
knt ghir fokaha,morocco
dakchi daz wa3er,morocco
Tfooooohhhhh,tunisia
Ma7la southa,tunisia
tel3at lia l9erda daba,morocco
RAK MASET,tunisia
ban liya kaybghiw jlbana,morocco
ghir fikra wSafi,morocco
3ndi 9eTTa,morocco
ah,morocco
Maset lassetttt,tunisia
kan khss9k chi rf9a.,morocco
kayen jbel dyal lwra9 fo9 lburou dyali,morocco
chof 8ada ch7al zwin,morocco
talent et finesse ma7lek olfa,tunisia
kaTTi7 chchta 3la berra,morocco
lkelb wafiyy,morocco
wow,morocco
thebeul beelhaak bravo,tunisia
"kandan kaybghiw lkhoDra, walakin mamat2akadch chno akhor",morocco
M3alemmml,tunisia
tTme3 khayb,morocco
ma3ndich l7e9 ngoul!,morocco
BRAVOOOOOOOOOOO,tunisia
eni n7bha,tunisia
mskina,tunisia
walakin lmdina hya lmdina.,morocco
mzyan.,morocco
"wakha, walakin fa9aT ila la7ti ktabk",morocco
wach n9der n7bes?,morocco
m3gaz bzzaf,morocco
kandewwez bzzaf dyal lwe9t kanel3eb,morocco
rajelll wlh farhat 3la barcha 9loub,tunisia
"hadi awal mra lia, 7ta ana, hadchi kay7ama9!",morocco
bda Dlam kayTi7,morocco
Ya mast,tunisia
3reft walakin hadi l7efla diali idan ana lli ghadi n9errer!,morocco
Hhhhhh mana3ref had,tunisia
mangddch ntta8mek btta haja,morocco
"Oh, sm7 lia, drt m3ak lghalaT.",morocco
bsbabek,morocco
Behia kawtherrrrr,tunisia
kan 3andha ch3ar sfar Twil mrbot,morocco
mazal kanfekker,morocco
hhhhhhhhhhhhh bravo :)),tunisia
lmma3en jdad,morocco
safi baraka,morocco
'kayfakrni bl7afla dyal l9arya,morocco
kay9ddmo fTour ra2i3 mn ba3d l i9la3,morocco
"chips ghadi tkon mzyana, ghanmout b jo3",morocco
chokran 3la l8dra,morocco
kan m3ebbes,morocco
"Sba7 lkhir, maria!",morocco
ah fhamt!,morocco
wakha t3awd tgolha tani 3afak?,morocco
hada sa8l,morocco
aykhasna ndiro test.,morocco
walakin ghadi n7awal ndir l9tira7 dyalk,morocco
pffffffffffffffffffffffffffffffffffffffffffffffffffffff,tunisia
wakha!,morocco
khsna nmchiw lmost3jalat,morocco
makhellSch ddin,morocco
"ddjin,tichourt o Sendala ghaykounou kafyin",morocco
gamers join us ki wehed i9oul la79i9a mouch ma3neha fa3leb,tunisia
Harem 3ib w chaieb,tunisia
o hna wakha makayn 7ta 7aja?,morocco
hhhhhhh bravo,tunisia
-tefeh _x000D_,tunisia
chno gallik TTbib?,morocco
ghadi nrja3 bzarba,morocco
8adi ze3loula,morocco
kolla 3am,morocco
kan 3ndk l7e99 fach khditi Tomobil,morocco
M3allem.,tunisia
kaySbben,morocco
m3akom,tunisia
dak chchal khayeb,morocco
t39el 3la jjilali?,morocco
3awed liyya kolchi,morocco
"ana nachT blm39oul had llila, ghandir chi 7fla f ddar!",morocco
ana boulisi,morocco
"mchit l wa7d dar l3ajaza bach nchouf wa7d sa7bi 9dim o ndir rassi rah 3ziz 3lia, ghi bach n7awl nakhd flousso fl waSSia",morocco
wach ntsenna?,morocco
ttran ghaymchi mn 8na l 3chra dyal dd9ay9,morocco
rah 7aja mzyana ma3aljoch smiya dyal wladhom,morocco
achno jbti lihom?,morocco
Jarbou3 ou massit lasit,tunisia
